de_text,en_grtr,en_tr_llm
"Sollte sich ein Abfallgemisch anhand der Entsorgungsrichtlinie nicht zuordnen lassen, so bietet das Sachgebiet Entsorgung und Gefahrgut Hilfestellungen bei der Einstufung der Abfälle an.",The Waste Management and Hazardous Materials Unit can help to classify a mixture of wastes that cannot be categorized based on the waste disposal guidelines.,"If a waste mixture cannot be classified according to the Waste Disposal Guidelines, the Waste Management and Hazardous Materials Unit provides help and support for classifying the waste."
Hierfür ist das Formular „Nicht zuzuordnende chemische Abfälle“ auszufüllen.,Please complete the form entitled “Non-Classifiable Chemical Waste” for this purpose.,Please complete the form entitled “Non-Classifiable Chemical Waste” for this purpose.
"Ermittlung, d.h. welche Abfallarten fallen im Arbeitsbereich an.","Investigation, i.e. what types of waste are generated within your area of work?","Determination, i.e., which waste types occur in the area where you work."
Stimmen die Inhaltsstoffe der anfallenden Abfälle mit den Abfallbeschreibungen unter Kapitel 8 bis 10 überein oder müssen Stoffe evtl. aufgrund der Möglichkeit von gefährlichen Reaktionen getrennt gesammelt werden?,"Do the substances contained in the waste generated match the descriptions of waste given in Sections 8 to 10, or might materials need to be collected separately due to the possibility of dangerous reactions?","Do the components of the waste generated correspond to the waste descriptions in chapters 8 to 10, or must substances possibly be collected separately because of the risk of hazardous reactions?"
Schriftliche Bestätigung der Abfallarten durch den Verantwortlichen.,Written confirmation of waste types from the person responsible.,Written confirmation of waste types from the person responsible.
Die TRGS 201 „Einstufung und Kennzeichnung bei Tätigkeiten mit Gefahrstoffen“ regelt die Kennzeichnungsvorschriften für Abfälle.,TRGS 201 “Einstufung und Kennzeichnung bei Tätigkeiten mit Gefahrstoffen” (“Classification and Labeling for Activities Involving Hazardous Substances”) sets out the requirements for labeling waste.,TRGS 201 “Classification and Labeling for Activities Involving Hazardous Substances” governs the labeling regulations for waste.
Auf Basis dieser TRGS und anderer Rechtsvorschriften werden den Abfallerzeugern für die einzelnen Abfallarten notwendigen Etiketten von der Abteilung 4.1 zur Verfügung gestellt.,Section 4.1 provides waste producers with the labels that they need for the individual types of waste on the basis of these technical rules and other statutory provisions.,"Based on these TRGS and other legal regulations, the necessary labels for each waste type are provided to waste producers by Section 4.1."
Bei einigen Abfällen kann eine weitergehende Kennzeichnung aufgrund spezieller Gefahren erforderlich sein.,Some kinds of waste may require additional labeling on account of specific hazards.,"For certain waste, additional labeling may be required because of specific hazards."
"Dies ist besonders im Labor von Bedeutung, da hier u.U. mehrere Personen einen Abfallbehälter befüllen.","This is particularly relevant in a laboratory environment, because there may be several people tipping waste into the same container.","This is especially meaningful in the laboratory, as several people may fill a waste container here."
"Der Abfallerzeuger ist dann dazu verpflichtet, die relevanten Gefahrenhinweise (H/EUH-Sätze) auf dem Etikett anzubringen.","In this case, the waste producer will be required to add the relevant hazard warnings (H/EUH phrases) to the label.",The waste producer is then required to affix the relevant hazard statements (H/EUH phrases) to the label.
"Abfälle können Stoffe enthalten, die bei der Berührung mit Wasser giftige Gase entwickeln.",waste may contain substances that give off toxic gases if they come into contact with water.,"Waste can contain substances that, when they come into contact with water, produce toxic gases."
Dieser Behälter ist dann neben den bereits aufgedruckten Hinweisen zusätzlich vom Abfallerzeuger mit dem EUH-Satz 029 „Entwickelt bei Berührung mit Wasser giftige Gase“ zu kennzeichnen.,"As well as the warnings already printed on it, therefore, this container must also be labeled with EUH phrase 029, “Contact with water liberates toxic gas,” by the waste producer.","This container must, in addition to the already printed instructions, be marked by the waste producer with the EUH statement 029 “Develops toxic gases on contact with water.”"
"Es ist ausreichend, die Nummer des H/EUH-Satzes auf das Etikett zu schreiben.",Writing the number of the relevant H/EUH phrase on the label will suffice.,It is sufficient to write the number of the H/EUH sentence on the label.
"Bestimmte Abfallgruppen können Inhaltsstoffe enthalten, die sog. KMR-Eigenschaften besitzen.",Certain groups of waste can contain substances with CMR properties.,Certain groups of waste can contain substances with CMR properties.
"Für einige Abfallarten liegen hierzu gesicherte Erkenntnisse vor, d.h. auf den Etiketten sind die entsprechenden H-Sätze bereits aufgedruckt.","Reliable information is available for some types of waste, meaning that the relevant H phrases are pre-printed on the labels.","For some waste types, reliable information is available; that is, the appropriate H statements are already printed on the labels."
Andere Abfallarten können je nach Zusammensetzung Stoffe mit KMR-Eigenschaften enthalten.,Other types of waste may contain substances with CMR properties depending on their composition.,Other waste types may contain substances with KMR properties depending on their composition.
"Hier kann ausschließlich der Abfallerzeuger ermitteln, ob der Abfall als KMR-Stoff gekennzeichnet werden muss oder nicht.","In this case, only the waste producer can determine whether or not the waste has to be labeled as a CMR substance.",Only the waste producer can determine here whether the waste must be labeled as a KMR substance or not.
"Die TRGS 905 „Verzeichnis krebserzeugender, keimzellmutagener oder reproduktionstoxischer Stoffe“, gibt einen Überblick über die Stoffe, die nach ermittelten gesicherten wissenschaftlichen Erkenntnissen diese Eigenschaften aufweisen.","TRGS 905 “Verzeichnis krebserzeugender, keimzellmutagener oder reproduktionstoxischer Stoffe” (“List of Carcinogenic, Mutagenic and Reprotoxic Substances”) provides an overview of the substances that have these properties based on reliable scientific findings.","The TRGS 905 “List of carcinogenic, germ‑cell mutagenic or reproductive‑toxic substances” provides an Overview of the substances that, according to established and reliable scientific findings, exhibit these properties."
"Die Kennzeichnungspflicht ist abhängig von der möglichen Konzentration der Abfallkomponente, die als Reinstoff mit einer KMR-Eigenschaft eingestuft ist.",Whether or not labeling is required depends on the potential concentration of the waste component that is classified as possessing a CMR property in its pure form.,The labeling requirement depends on the potential concentration of the waste component that is classified as a pure substance with a KMR property.
Bzgl. der Berücksichtigungsgrenzen wird auf die Vorgaben der TRGS 201 verwiesen.,See the provisions of TRGS 201 for more information on allowed limits.,See the provisions of TRGS 201 for more information on allowed limits.
"Sofern der einzelne Abfallerzeuger definitiv weiß, dass die genannten Abfälle regelmäßig KMR-Stoffe enthalten, sind die Behälter mit den entsprechenden H-Sätzen zu kennzeichnen.","If an individual waste producer knows for certain that the waste in question routinely contains CMR substances, the containers must be labeled with the corresponding H phrases.","If the individual waste producer is certain that the specified waste regularly contains KMR substances, the containers must be labeled with the appropriate H statements."
"Bei krebserzeugenden, erbgutverändernden und fortpflanzungsgefährdenden Stoffen der Kategorien 1 und 2 ist in jedem Fall der entsprechende H-Satz im Volltext auf dem Etikett anzugeben.","The corresponding H phrase must always be added in full to the label in the case of carcinogenic, mutagenic or reprotoxic substances in categories 1 or 2.","For carcinogenic, mutagenic and reproductive‑hazard substances of categories 1 and 2, the corresponding H‑statement in full text must be indicated on the label in every scenario."
"Für eine Klassifizierung der Abfälle, die nicht in der Entsorgungsrichtlinie genannt werden, ist mit dem Sachgebiet Entsorgung und Gefahrgut und dem Gefahrgutbeauftragten der Universität Bonn Rücksprache zu halten.",The Waste Management and Hazardous Materials Unit and the Hazardous Materials Officer of the University of Bonn must be consulted in order to classify waste not covered by the waste disposal guidelines.,"For classifying waste not listed in the Waste Disposal Guidelines, you should consult the Waste Management and Hazardous Materials Unit and the hazardous materials officer at the University of Bonn."
"Behälter, die nicht den genannten Transportbedingungen entsprechen, sind von der Übernahme ausgeschlossen.",Containers that do not meet the abovementioned criteria for transport cannot be accepted.,Containers that do not meet the specified transport conditions are excluded from acceptance.
Mit diesem Abfalltagebuch soll das Entstehen von Abfallgemischen mit unbekannter Zusammensetzung bzw. potenziell gefährlicher Zusammensetzung minimiert werden.,in order to minimize the risk of producing mixtures of wastes of an unknown or potentially hazardous composition.,This Example of a Waste Journal is intended to minimize the creation of waste mixtures with unknown or potentially hazardous composition.
Dies bestätigt der Abfallerzeuger mit der Unterschrift auf dem internen Entsorgungsbeleg.,as confirmed by the waste producer signing the internal waste disposal document.,as confirmed by the waste producer signing the internal waste disposal document.
"Sollten Abfälle vorliegen, bei denen gefährliche Reaktionen nicht ausgeschlossen sind (z. B. Lösung mit Peroxiden), so ist der Abfallerzeuger verpflichtet, das Sachgebiet Entsorgung und Gefahrgut ausdrücklich und unverzüglich darauf aufmerksam zu machen.","If they have any waste that cannot be guaranteed as being safe from dangerous reactions (e.g. a solution containing peroxides), the waste producer is required to notify the Waste Management and Hazardous Materials Unit accordingly in no uncertain terms without delay.","If waste is present that could cause dangerous reactions (e.g., a solution containing peroxides), the waste producer must promptly and explicitly notify the Waste Management and Hazardous Materials Unit."
Der Abfallerzeuger hat ggf. das Abfalltagebuch vorzulegen oder in anderer Form schriftlich die Inhaltsstoffe des Abfallgemisches anzugeben.,The waste producer must present the waste journal if required or indicate the substances contained in the mixture of wastes in writing by other means.,"If required, the waste producer must submit the Example of a Waste Journal or otherwise provide the composition of the waste mixture in writing."
Der Ablauf der Entsorgung wird dann im Einzelfall entschieden und bis zur Klärung verbleibt der Abfall beim Abfallerzeuger.,"A decision will then be made on how to dispose of it, and the waste will remain with the waste producer until the matter has been settled.","The process of disposal is decided on a case-by-case basis, and until clarification the waste remains with the waste producer."
"Bei Abfallgemischen, bei denen der Abfallerzeuger keine Angabe über die Art des Inhalts machen kann, kann das Sachgebiet Entsorgung und Gefahrgut im Einzelfall eine abfalltechnische Analytik mit dem Ziel einer ordnungsgemäßen Einstufung beauftragen.","If the waste producer has some waste with unknown contents, the Waste Management and Hazardous Materials Unit may commission a technical analysis of the waste on a case by case basis in order to classify it correctly.","For waste mixtures where the waste producer cannot provide an Unspecified regarding the type of content, the Waste Management and Hazardous Materials Unit may, on a case‑by‑case basis, commission a waste‑technical analysis with the objective of a proper classification."
Die Kosten sowie die gegebenenfalls höheren Entsorgungskosten hierfür trägt der Abfallerzeuger.,The cost of this analysis plus any increased disposal costs will be borne by the waste producer.,"The costs, as well as any potentially higher disposal costs, are borne by the waste producer."
"Die Universität Bonn entsorgt ausschließlich die Abfälle, die im Rahmen des universitären Lehr- und Forschungsbetriebes anfallen.",The University of Bonn will only dispose of waste generated in the course of the teaching and research conducted there.,The University of Bonn disposes only the waste that arises from its teaching and research activities.
Diese sind über die Stadt Bonn bzw. die Landkreise zu entsorgen.,"this must be done via the City of Bonn or, as appropriate, the rural districts.",These are to be disposed of regarding the city of Bonn or the districts.
"Das ist der Bereich über das Endformat hinaus, der nachher abgeschnitten wird.",This is the area beyond the final size that will be cut off afterwards.,"That is the team beyond the final format, which will be cut off later."
Dieser sollte mindestens 2 mm betragen!,It should be at least 2 mm long!,It should be at least 2 mm long!
"Alle Objekte, die beim Endprodukt bis zur Papierkante gehen sollen, müssen bis zum äußersten Punkt dieses Bereiches gezogen werden!",All objects that are to extend right up to the edge of the paper on the finished product must be drawn to the outermost point of this area.,All objects that should reach the paper edge in the final product must be drawn to the outermost point of that area!
Bitte min. 4 mm Abstand zum Rand des Endformates positionieren!,Please leave at least a 4 mm gap from the edge of the final size.,Please keep at least 4 mm clearance from the edge of the final format.
Beim Erstellen des Druck-PDF unbedingt die Schriften einbetten!,You must embed fonts when creating your PDF for printing.,You must embed fonts when creating your PDF for printing!
Wichtige Texte und Bilder sollten Sie wegen der Halterung 15 mm vom unteren Rand der Endgröße (sichtbarer Bereich) anlegen.,Important texts and images should be placed 15 mm from the bottom edge in the final layout (visible area) due to the bracket.,"Because of the mounting, you should place important texts and images 15 mm from the lower edge of the final size (visible area)."
Für einen sauberen Übergang ohne Blitzer lassen Sie bitte Flächen und Bilder in den unteren Bereich auslaufen.,Please allow areas and images to bleed into the lower section to ensure a clean transition without any white gaps.,"For a smooth transition without flashers, please let the areas and images flow into the lower team."
Alle ausgestellten Bilder sowie dieses Roll-up sind neue Produkte im Portfolio der Hausdruckerei!,All images shown as well as this roll-up are new products in University printing services’ portfolio.,"All displayed images, as well as this roll‑up, are new products in the University Printing Services’ portfolio."
"Folgende Angaben sind, ergänzend zu Ihren oben genannten persönlichen Daten, für den Zugang zum Meldeportal nötig.","In order to be given access to the reporting portal, you will need to provide the following information in addition to your personal data specified above.","The following information, in addition to the personal data you provided above, is required to access the reporting portal."
"Verwenden Sie bitte ausschließlich eine E-Mail-Adresse, auf die lediglich Sie als Antragsteller Zugriff haben!",Please only specify an email address to which you—as the person making the request—have sole access.,"Please use only an email address that only you, the applicant, have access to!"
Alle mit * gekennzeichneten Felder müssen ausgefüllt werden.,All boxes marked with * must be completed.,All fields marked with * must be filled out.
Dieser Bereich ist lediglich für interne Zwecke der Abt.4.6.,This section is for Section 4.6’s internal use only.,This section is for Section 4.6’s internal use only.
"Die Bonner Online-Self-Assessments (OSA) sind fachspezifische Studienorientierungstests, die Studieninteressierten Einblicke in das jeweilige Fach geben.",Online Self-Assessments (OSAs) at the University of Bonn are tests designed to help prospective students choose a subject by giving them insights into it.,The Bonn Online Self-Assessments (OSAs) are subject‑specific study orientation tests that give prospective students insight into the respective discipline.
"Durch die Auseinandersetzung mit den eigenen studien(fach)bezogenen Erwartungen, Interessen, Motiven, Stärken und Schwächen sowie deren Abgleich mit den „tatsächlichen“ Gegebenheiten im Fach sollen Studieninteressierte in ihrem Orientierungsprozess unterstützt werden.","The aim is to support them in their decision-making process by inviting them to explore their own expectations of university life (and, specifically, of their chosen subject) as well as their interests, motives, strengths and weaknesses and to compare these with what studying the subject is actually like.","By examining one's own study‑related expectations, interests, motivations, strengths and weaknesses, and comparing them with the actual conditions of the subject, prospective students can be supported in their orientation process."
"Die OSA setzen also an einem Punkt der Studienorientierung an, an dem bereits ein Fach oder mehrere Fächer in die engere Wahl gezogen wurden und der/die OSA-Teilnehmende bereit ist, sich konkret und länger mit dem jeweiligen Fach auseinanderzusetzen.",The OSAs thus come in at a point in a prospective student’s decision-making process at which they have already shortlisted one or more subjects and are ready to spend longer looking at each in specific detail.,"Thus, the OSA intervene at a stage of academic-orientation where a subject—or several subjects—has already been narrowed down, and the OSA participant is ready to engage concretely and at length with the chosen field."
Aufgrund mangelnder Sicherheitsupdates wird die alte OSA-Plattform Ende 2025 abgeschaltet!,The old OSA platform will be switched off at the end of 2025 due to a lack of security updates.,"Due to a lack of security updates, the old OSA platform will be shut down at the end of 2025!"
Die auf der Plattform vorhandenen OSA werden bis Ende 2025 gemeinsam mit den jeweiligen Fächern nach und nach inhaltlich aktualisiert und auf der neuen Plattform aufgesetzt.,"The content of the OSAs currently on the platform will be updated gradually in consultation with the relevant subject representatives between now and then, and the new OSAs will be uploaded to the new platform.",The OSA available on the platform will be gradually updated content-wise together with the respective subjects and transferred to the new platform to the end of 2025.
"Die OSA sind als niedrigschwelliges Angebot konzipiert (keine Registrierung nötig, zeit- und ortsunabhängig im eigenen Tempo bearbeitbar, das Ergebnis hat keinen Einfluss auf Zulassungs- oder Bewerbungschancen) und geben den Teilnehmer*innen ausführliches und konstruktives Feedback sowie Hinweise zu möglichen nächsten Schritten (inklusive Verweis auf weitere zentrale und dezentrale Angebote wie Studienfachberatung, Vorkurse, …).","The OSAs are designed to be easily accessible (participants do not need to register, can take them at their own pace whenever and wherever they choose, and can rest assured that they will have no impact on application or admission prospects) and give prospective students detailed, constructive feedback as well as tips on what they might do next (including highlighting other services offered centrally and locally such as subject-specific advice and preliminary courses).","The OSA are designed as a low‑threshold what is on offer (None registration required, usable anytime and anywhere at one’s own pace, and the result does not affect admission or application chances) and provide participants with detailed, constructive feedback together with N.B. about possible next steps (including references to additional central and decentralized what is on offer such as subject counseling, preparatory courses, …)."
Das OSA erlaubt im Gegensatz zu Studierfähigkeits- oder Aufnahmetests (wie den TMS für medizinische Studiengänge) eine größere Bandbreite an Fragen und Themen sowie spezifischere Inhalte und Informationen zum Fach und dessen Ausgestaltung an der Uni Bonn.,OSAs permit a wider range of questions and topics than aptitude or admission tests (such as the Test for Medical Studies (TMS) for medical degree programs) as well as more specific content and information about the subject and how it is structured at the University of Bonn.,"The OSA, unlike study‑aptitude or admission tests (such as the TMS for medical programmes), allows a broader range of questions and topics, as well as more specific Content and information about the subject and its structure at the University of Bonn."
"Neben Leistungstests können u. a. Erwartungen an das Studium/Fach, Persönlichkeitsaspekte (z. B. Motivation), Interessen (z. B. an Beispielaufgaben aus dem Studium oder an Schwerpunkten im Studium) oder nötige Vorkenntnisse thematisiert und erfasst werden.","Besides proficiency tests, they also allow prospective students’ expectations of the degree program/subject, aspects of their personality (e.g. motivation), interests (e.g. based on sample assignments taken from the degree program or on its main topics) and prior knowledge requirements to be addressed and established.","In addition to performance tests, expectations about the studying/subject, personality aspects (e.g., motivation), interests (e.g., in sample tasks from the studying or to focal areas in the studying), and required prior knowledge can be discussed and recorded."
Es gab bereits > 164.000 OSA-Teilnahmen.,"and have now been taken over 164,000 times.","and have now been taken over 164,000 times."
"Notwendig ist, bis Ende 2025 alle OSA der alten Plattform zu aktualisieren und auf die neue Plattform umzuziehen.",All OSAs on the old platform will need to be updated and migrated to the new one by the end of 2025.,It is necessary to update all OSA of the old platform and migrate them to the new platform to the end of 2025.
Eine OSA-Entwicklung für neue Fächer und Studiengänge im grundständigen Bereich ist ebenfalls möglich und sinnvoll.,Developing OSAs for new subjects and degree programs taught at undergraduate level can and should also be done.,An OSA development for new subjects and degree programmes within the undergraduate team is also potential and sensible.
sich zum Thema OSA allgemein austauschen möchten.,you want to chat about OSAs in general.,You want to chat about OSAs in general.
"Hiermit bestätige ich, dass der Druckauftrag ausschließlich für Uni-interne Zwecke verwendet wird.",I hereby confirm that the print order will only be used for internal University purposes.,I hereby confirm that the print order will be used solely for internal university purposes.
Eine Weiterberechnung an Externe  (hierzu zählen auch Fachschaften und Studierende) ist unzulässig.,The charges may not be passed on to third parties (including departmental student bodies and students).,Billing external parties (such as faculty committees and students) is prohibited.
"Die Erwartungsaussagen greifen Aspekte auf, bei denen Studieninteressierte oder Studienanfänger*innen häufig unrealistische Erwartungen haben oder solche, die ihnen häufig nicht bewusst sind.",The expectation statements address areas in which prospective or first-year students often have unrealistic expectations or a lack of knowledge.,"The expectation statements address aspects where prospective or first‑year students often have unrealistic expectations, or aspects that they are often unaware of."
Immer nur eine Aussage pro Satz!,Never have more than one statement per sentence!,Never have more than one statement per sentence!
"Formulierung eines kurzen Feedbacktexts pro thematischen Block, der die „tatsächliche“ Situation im Studium erläutert (und jede Erwartungsaussage kurz aufgreift).",Write a short feedback text for each thematic block that describes what studying the subject is actually like (and makes brief reference to each expectation statement).,Draft a brief feedback text for each thematic block that explains the actual situation in studying (and briefly addresses each expectation statement).
"So knapp wie möglich, so ausführlich wie nötig.",Keep it as concise as possible and as detailed as necessary.,Keep it as concise as possible and as detailed as necessary.
"Sicherlich haben Sie sich schon mehr oder weniger intensiv mit einem oder mehreren romanistischen Studiengängen auseinandergesetzt und Erwartungen darüber entwickelt, welche Inhalte und Anforderungen ein solches Studium an der Universität Bonn mit sich bringt.",You will undoubtedly have already looked into one or more Romance Studies degree programs in some detail and formed expectations of the content and requirements that you would encounter were you to take such a program at the University of Bonn.,"Surely you have already, to some extent, explored one or more Romance studies programmes and have developed expectations about the Content and requirements that such studying at the University of Bonn involves."
"Vielleicht haben Sie auch schon eine Vorstellung davon, in welchem Berufsfeld Sie mit Ihrem Abschluss einmal tätig sein möchten.","You might even have an idea of what area you’d like to work in one day, armed with your degree.",Perhaps you already have an idea of which professional field you would like to work in with your End.
"Wenn Ihre Vorstellungen von Inhalten und Ablauf des Studiums weitestgehend mit dem übereinstimmen, was Sie an der Universität tatsächlich erwartet, sind das gute Voraussetzungen für einen erfolgreichen Studienstart.","If your expectations about the content and structure of the degree program are very much in line with what actually awaits you at the University, this bodes well for a successful start to your studies.","If your expectations about the content and the process of the studies largely match what the University actually offers, that is a good This requires for a successful start to your studies."
"Wenn Ihre Vorstellungen von Inhalten und Ablauf des Studiums weitestgehend mit dem übereinstimmen, was Sie an der Universität tatsächlich erwartet, sind das die besten Voraussetzungen für einen guten Studienstart.","If your expectations about the content and structure of the degree program are very much in line with what actually awaits you at the University, this bodes extremely well for a good start to your studies.","If your expectations about the content and the process of the program largely match what you will actually encounter at the University, that is the best this requires for a good start to your studies."
"Während Ihres Studiums kann eine realistische Erwartungshaltung dazu beitragen, auch in möglichen Phasen von Unsicherheiten und Zweifeln Ihre grundsätzliche Studienmotivation und -zufriedenheit aufrecht zu erhalten und das Studium zu einem erfolgreichen Abschluss zu bringen.","Having realistic expectations can help you stay fundamentally motivated about and satisfied with your studies, even during periods of uncertainty and doubt, and bring your degree program to a successful conclusion.","During your studying, a realistic outlook can help you maintain your basic motivation and satisfaction with your studies even during periods of uncertainty and doubt, and bring your studying to a successful end."
Wir - das Team der Organisationsentwicklung - bieten Organisations- und Prozessberatung in Kombination aus strategischer Beratung und organisatorischen Umsetzungskonzeption an der Universität Bonn an.,We in the Organizational Development team offer organizational and process consulting—a combination of strategic advice and organizational implementation design—at the University of Bonn.,"We – the Organizational Development team – provide organizational and process consulting, combining strategic advice with implementation design, at the University of Bonn."
"Ein wichtiger Baustein auf dem Weg zur Digitalisierung ist die Überprüfung, die systematische Erfassung und die kontinuierliche Optimierung der Verwaltungsabläufe.","Reviewing, systematically logging and continuously optimizing administrative processes is a key step toward full digitalization.","A key component on the road to digitalization is the review, systematic documentation, and continuous optimization of administrative processes."
"Wir unterstützen bei der Entwicklung hin zu einer prozessorientierten Hochschule methodisch und befassen uns mit der Etablierung von Prozessmanagement, entwickeln fachliche Standards zur Modellierung und Optimierung von Prozessen.","We provide methodological support on the journey toward a process-focused university, work to establishing process management systems and formulate technical standards for modeling and optimizing processes.","We provide methodological support in the development toward a process-oriented university, work on establishing process-management, and develop professional standards for modeling and optimizing processes."
Gerne beraten wir Sie gerne individuell zu Ihren Prozessen.,We would be happy to provide you with tailored advice on your processes.,We are happy to provide you with personalized advice on your processes.
Kennen und verstehen des Prozesses und Erstellung eines graphischen Prozessmodells u/o einer Prozessbeschreibung des derzeitigen oder künftig geplanten Prozesses.,to know and understand the process involved and create a visual model and/or a description of the current process or that planned for the future.,Knowing and understanding the process and creating a graphical process model and/or a process-description of the current or future planned process.
"Sie wollen Ihre Organisationsstrukturen, Arbeitsabläufe, und Informationsflüsse erfassen und dokumentieren?","Do you want to map and document your organizational structures, working procedures and information flows?","Do you want to capture and document your organizational structures, workflows, and information flows?"
Sie möchten Ist-Abläufe analysieren/hinterfragen und Soll-Abläufe aufstellen?,Would you like to analyze/scrutinize your current procedures and put your desired procedures in place for the future?,Do you want to analyze and question current processes and establish target processes?
Sie stehen vor der Implementierung von organisatorischen Veränderungen?,Are you about to implement some organizational changes?,Are you about to implement some organizational changes?
"Sie möchten Ihre Arbeitsabläufe erfassen und dokumentieren, um eine Grundlage für die Einarbeitung neuer Kolleg*innen zu haben?",Would you like to map and document your working procedures to give yourself a basis for inducting new colleagues?,Do you want to capture and document your workflows to have a basis for the induction of new colleagues?
Sie suchen Verbesserungsmöglichkeiten bei der Zusammenarbeit und /oder den Schnittstellen mit anderen Organisationseinheiten?,Are you looking for ways to improve collaboration and/or interfaces with other organizational units?,Are you looking for ways to improve collaboration and/or the interfaces with other organizational units?
Sie benötigen Unterstützung bei der Verwaltung oder Dokumentation von Anforderungen an ein neues System (z.B. im Rahmen zu digitalisierender Prozesse)?,Do you need help managing or documenting requirements of a new system (e.g. as part of processes that are to be made digital)?,"Do you need support with the management or Documentation of requirements for a new system (e.g., as part of processes to be digitized)?"
"Sie haben das Gefühl, dass der ein oder andere Ablauf besser funktionieren könnte - können aber nicht so genau sagen, woran es liegt?",Do you have the feeling that some of your procedures could work better but can’t say exactly how or why?,"You have the feeling that one or another process could work better, but you can’t say exactly why."
"Es bestehen Unklarheiten oder unterschiedliche Auffassungen darüber, wer welche Aufgaben und/oder Verantwortlichkeiten hat?",Are people unsure about or divided over who is responsible for what?,Are there any ambiguities or differing opinions about who has which duties and/or responsibilities?
Wie gehen wir bei unserer Arbeit vor?,How do we go about our work?,How do we go about our work?
Hierbei ist für uns die Konzentration auf die menschliche Seite ein wichtiger Bestandteil.,Focusing on the human element is an important part of our work.,"For us, concentrating on the human side is an important component."
Die Unterstützung des Teams der Organisationsentwicklung erstreckt sich von Führungskräften über Gruppen von Mitarbeitenden bis hin zu Einzelpersonen.,The support provided by the Organizational Development team covers managers and groups of staff all the way through to individuals.,The support of the organizational-development team extends from leaders through groups of employees to individuals.
"Unser Ziel ist es hierbei stets, Veränderungen bewusst herbeizuführen, Prozesse zu verbessern und die Motivation der Beteiligten zu steigern.","Our aim is always to bring about change in a conscious manner, improve processes and increase the motivation of the people involved.","Our objective here is always to deliberately bring about change, improve processes, and increase the motivation of those involved."
Ihre Organisationseinheit 	Wo kommen sie her?,Your organizational unit	Where are you from?,Your organizational unit  Where do they come from?
Wie geht es nach der Anfrage weiter?,What happens after I submit my inquiry?,What happens after I submit my inquiry?
"Nach Ihrer Kontaktaufnahme meldet sich ein*e Ansprechpartner*in aus unserem Team bei Ihnen, um gegebenenfalls Rückfragen zu Ihrer Anfrage zu stellen und einen Termin für ein Erstgespräch zu vereinbaren.","After you have made contact, someone from our team will get in touch with you to ask any follow-up questions about your inquiry that might be required and arrange a time and date for an initial consultation.","After you make contact, a contact from our team will get in touch with you to possibly ask follow‑up questions about your inquiry and to schedule an initial consultation."
"In einem ersten Termin klären wir die Fragestellung,  Ziele, Umfang, möglichen Unterstützungsbedarf, Zeitrahmen, Rahmenbedingungen, gewünschte Ergebnisse (z.B. Prozessbeschreibung/-darstellung, Prozessmodell, Prozessanalyse, Prozessoptimierung/Rollenklärung) und besprechen erste Ansätze zur Vorgehensweise.","In our first meeting, we’ll clarify the issue at hand, the objectives, the scope, any support you might need, the timeframe, the underlying conditions and your desired results (e.g. process description/mapping, process model, process analysis, process optimization/clarification of roles) and will discuss some potential approaches to begin with.","In the first meeting we clarify the question, Objectives, scope, any support needs, Timeframes, General information, desired Results (e.g., process-description, Process model, process-analysis, process-optimization/role clarification) and discuss initial approaches to the procedure."
"Auf Grundlage des Erstgesprächs evaluieren wir, inwieweit wir Sie bei Ihrem Anliegen unterstützen können.",We’ll use our initial consultation as a basis for evaluating how much support we’ll be able to give you with your situation.,"Based on the initial discussion, we evaluate how we can assist you with your subject of inquiry."
Diese Überlegungen werden in einer Servicevereinbarung oder einer Rollenbeschreibung strukturiert niedergeschrieben und mit Ihnen besprochen.,These thoughts will be given structure and set out in a service level agreement or description of roles and will be discussed with you.,These considerations are recorded in a service agreement or a role description in a structured manner and discussed with you.
Eine Servicevereinbarung oder Rollenbeschreibung unterstützt beim Aufbau eines gemeinsamen Verständnisses über den Auftrag und bei der Kommunikation der gegenseitigen Erwartungen.,This service level agreement or description of roles will help to form a common understanding of your request and to communicate the expectations held by each side.,A service agreement or role description supports the development of the Structure of a shared understanding regarding the commission and the communication of mutual expectations.
"Ist diese abgestimmt, so kann die Umsetzung erfolgen.","Once this has been agreed, we can proceed to the implementation stage.","Once this has been agreed, we can proceed to the implementation stage."
"Hiermit bestätige ich die Richtigkeit der Bankdaten und erkläre mich damit einverstanden, daß die Gebühr im Wege des Einzugsverfahrens abgebucht wird.",I hereby declare that the bank details provided are correct and agree to the fee being collected by direct debit.,I hereby confirm that the bank details are correct and I hereby give my consent for the fee to be collected by direct debit.
Die persönlichen Daten werden auschließlich im Rahmen der Parkraumbewirtschaftung verwendet.,Personal data will only be used by University Parking.,Personal data will only be used by University Parking.
"Ich erkläre mich damit einverstanden, daß die Gebühr von meinem Gehaltskonto eingezogen wird.",I hereby agree to the fee being taken from my salary account by direct debit.,I hereby give my consent to have the fee withdrawn from my salary account.
"Die IdNr ist eine elfstellige Nummer, diese finden Sie der Regel auf dem Einkommensteuerbescheid oder der Lohnsteuerbescheinigung.",The ID no. is an 11-digit number that you will usually find on your income tax assessment or employment tax statement.,The tax ID number is an eleven‑digit number; you will usually find it on the income tax assessment notice or the wage tax certificate.
